case_id,court,case_type,filing_date,filing_year,disposal_date,duration_months,event,hearings,adjournments,current_age_months
NG-01213,Lucknow District Court,Civil Dispute,2019-12-01,2019,2022-08-06 08:45:27.592545479,32.17,1,7,2,32.17
NG-01214,Jaipur District Court,Motor Accident,2024-09-01,2024,,21.94,0,4,2,21.94
NG-01215,Delhi District Court,Civil Dispute,2020-03-01,2020,2021-07-05 12:25:02.714303691,16.15,1,6,2,16.15
NG-01216,Lucknow District Court,Civil Dispute,2024-11-01,2024,,19.94,0,10,4,19.94
NG-01217,Delhi District Court,Property,2025-10-01,2025,,8.97,0,7,1,8.97
NG-01218,Jaipur District Court,Civil Dispute,2024-03-01,2024,,27.99,0,7,3,27.99
NG-01219,Lucknow District Court,Family,2024-02-01,2024,2026-01-24 15:29:43.614152327,23.77,1,3,2,23.77
NG-01220,Noida District Court,Property,2023-07-01,2023,2025-09-12 16:02:02.969930952,26.43,1,4,1,26.43
NG-01221,Noida District Court,Cheque Bounce,2024-04-01,2024,,26.97,0,3,6,26.97
NG-01222,Delhi District Court,Motor Accident,2018-02-01,2018,2019-12-16 03:57:06.234891137,22.44,1,5,1,22.44
NG-01223,Jaipur District Court,Cheque Bounce,2019-11-01,2019,2023-10-13 12:27:49.325900097,47.39,1,5,3,47.39
NG-01224,Noida District Court,Property,2023-12-01,2023,,30.98,0,6,2,30.98
NG-01225,Lucknow District Court,Property,2023-08-01,2023,2024-07-05 21:07:59.712250618,11.17,1,2,0,11.17
NG-01226,Jaipur District Court,Civil Dispute,2021-10-01,2021,2023-12-22 19:47:48.235245771,26.7,1,11,1,26.7
NG-01227,Delhi District Court,Civil Dispute,2025-03-01,2025,,16.0,0,2,5,16.0
NG-01228,Noida District Court,Civil Dispute,2023-11-01,2023,,31.96,0,7,1,31.96
NG-01229,Lucknow District Court,Cheque Bounce,2023-09-01,2023,,33.97,0,7,0,33.97
NG-01230,Jaipur District Court,Cheque Bounce,2024-06-01,2024,,24.97,0,7,0,24.97
NG-01231,Lucknow District Court,Property,2023-07-01,2023,,36.01,0,7,2,36.01
NG-01232,Delhi District Court,Motor Accident,2019-12-01,2019,2020-12-16 10:11:06.583721717,12.53,1,8,0,12.53
NG-01233,Delhi District Court,Civil Dispute,2019-06-01,2019,2022-01-23 23:12:54.287937748,31.8,1,8,1,31.8
NG-01234,Lucknow District Court,Civil Dispute,2018-04-01,2018,2022-08-04 05:08:52.501485485,52.11,1,6,1,52.11
NG-01235,Jaipur District Court,Property,2024-11-01,2024,,19.94,0,6,1,19.94
NG-01236,Jaipur District Court,Cheque Bounce,2021-02-01,2021,2022-01-19 05:45:37.554339568,11.57,1,5,1,11.57
NG-01237,Lucknow District Court,Motor Accident,2021-11-01,2021,2025-09-20 02:46:59.242140661,46.62,1,6,2,46.62
NG-01238,Jaipur District Court,Property,2019-08-01,2019,2021-08-01 16:56:23.380948273,24.04,1,5,4,24.04
NG-01239,Jaipur District Court,Civil Dispute,2020-06-01,2020,2022-08-12 00:23:55.103461149,26.35,1,8,5,26.35
NG-01240,Lucknow District Court,Motor Accident,2020-06-01,2020,2025-03-02 12:58:02.376648356,57.02,1,14,2,57.02
NG-01241,Jaipur District Court,Cheque Bounce,2025-04-01,2025,,14.98,0,12,1,14.98
NG-01242,Delhi District Court,Cheque Bounce,2022-08-01,2022,2026-04-28 07:56:11.195611753,44.89,1,3,1,44.89
NG-01243,Lucknow District Court,Cheque Bounce,2020-03-01,2020,2023-01-27 08:29:03.630482482,34.9,1,9,2,34.9
NG-01244,Jaipur District Court,Property,2025-03-01,2025,,16.0,0,6,1,16.0
NG-01245,Lucknow District Court,Cheque Bounce,2025-01-01,2025,,17.94,0,10,3,17.94
NG-01246,Lucknow District Court,Civil Dispute,2021-12-01,2021,2026-01-16 11:49:27.277505195,49.52,1,4,1,49.52
NG-01247,Lucknow District Court,Property,2024-02-01,2024,,28.94,0,5,5,28.94
NG-01248,Noida District Court,Cheque Bounce,2025-09-01,2025,,9.95,0,10,2,9.95
NG-01249,Jaipur District Court,Family,2021-10-01,2021,2024-07-13 23:21:08.930052976,33.41,1,6,4,33.41
NG-01250,Jaipur District Court,Property,2022-05-01,2022,,50.0,0,8,2,50.0
NG-01251,Lucknow District Court,Motor Accident,2025-03-01,2025,,16.0,0,4,2,16.0
NG-01252,Delhi District Court,Cheque Bounce,2023-09-01,2023,,33.97,0,6,2,33.97
NG-01253,Lucknow District Court,Cheque Bounce,2019-12-01,2019,2022-12-07 18:18:06.321544879,36.23,1,5,5,36.23
NG-01254,Jaipur District Court,Civil Dispute,2023-08-01,2023,2024-07-07 14:59:06.335032346,11.22,1,6,1,11.22
NG-01255,Jaipur District Court,Cheque Bounce,2023-09-01,2023,2025-12-14 10:53:26.320117516,27.45,1,9,3,27.45
NG-01256,Delhi District Court,Motor Accident,2024-04-01,2024,,26.97,0,6,4,26.97
NG-01257,Jaipur District Court,Civil Dispute,2020-04-01,2020,2022-06-24 07:40:20.783758408,26.75,1,4,6,26.75
NG-01258,Jaipur District Court,Cheque Bounce,2021-05-01,2021,2024-12-25 01:14:30.942308639,43.83,1,5,0,43.83
NG-01259,Lucknow District Court,Cheque Bounce,2020-10-01,2020,2025-11-13 19:48:41.986046191,61.43,1,5,6,61.43
NG-01260,Jaipur District Court,Civil Dispute,2021-11-01,2021,2023-08-04 10:20:43.281808673,21.07,1,6,2,21.07
NG-01261,Delhi District Court,Civil Dispute,2023-09-01,2023,2026-01-16 19:11:07.520372808,28.54,1,10,1,28.54
NG-01262,Jaipur District Court,Civil Dispute,2024-09-01,2024,,21.94,0,8,3,21.94
NG-01263,Delhi District Court,Cheque Bounce,2022-08-01,2022,2025-08-22 05:23:30.212997593,36.7,1,10,7,36.7
NG-01264,Jaipur District Court,Motor Accident,2023-08-01,2023,2025-04-02 23:49:57.865849008,20.07,1,9,2,20.07
NG-01265,Lucknow District Court,Civil Dispute,2018-11-01,2018,2025-01-25 04:35:28.223020259,74.81,1,3,2,74.81
NG-01266,Noida District Court,Family,2019-02-01,2019,2020-07-22 22:36:25.219880187,17.67,1,6,3,17.67
NG-01267,Delhi District Court,Civil Dispute,2019-03-01,2019,2023-01-05 23:10:35.951961233,46.22,1,5,5,46.22
NG-01268,Delhi District Court,Civil Dispute,2021-01-01,2021,2026-03-02 23:16:08.466714765,61.99,1,5,6,61.99
NG-01269,Jaipur District Court,Cheque Bounce,2019-09-01,2019,2023-06-23 03:53:52.587905161,45.7,1,8,5,45.7
NG-01270,Noida District Court,Family,2025-02-01,2025,,16.92,0,5,2,16.92
NG-01271,Lucknow District Court,Cheque Bounce,2025-04-01,2025,,14.98,0,8,0,14.98
NG-01272,Lucknow District Court,Motor Accident,2018-04-01,2018,2020-02-13 20:48:10.185632671,22.47,1,4,2,22.47
NG-01273,Noida District Court,Property,2021-04-01,2021,2024-05-08 10:17:11.523641357,37.23,1,10,4,37.23
NG-01274,Delhi District Court,Property,2018-10-01,2018,2025-04-17 17:21:42.434112654,78.54,1,4,2,78.54
NG-01275,Noida District Court,Cheque Bounce,2018-07-01,2018,2021-08-29 03:26:55.050734751,37.95,1,6,3,37.95
NG-01276,Noida District Court,Civil Dispute,2018-12-01,2018,2021-11-04 01:19:51.888945866,35.12,1,9,4,35.12
NG-01277,Delhi District Court,Civil Dispute,2024-06-01,2024,2026-05-29 14:29:00.460173379,23.9,1,7,4,23.9
NG-01278,Delhi District Court,Family,2024-11-01,2024,,19.94,0,10,1,19.94
NG-01279,Lucknow District Court,Family,2024-12-01,2024,,18.96,0,6,5,18.96
NG-01280,Lucknow District Court,Civil Dispute,2018-12-01,2018,2022-07-10 09:06:47.605101816,43.28,1,7,3,43.28
NG-01281,Noida District Court,Civil Dispute,2024-07-01,2024,,23.98,0,4,5,23.98
NG-01282,Delhi District Court,Civil Dispute,2025-10-01,2025,,8.97,0,4,2,8.97
NG-01283,Noida District Court,Civil Dispute,2022-11-01,2022,,43.96,0,2,2,43.96
NG-01284,Jaipur District Court,Property,2022-09-01,2022,,45.96,0,7,5,45.96
NG-01285,Lucknow District Court,Property,2019-03-01,2019,2022-02-23 21:37:41.374308432,35.84,1,7,2,35.84
NG-01286,Jaipur District Court,Civil Dispute,2018-02-01,2018,2021-04-07 07:40:07.125175536,38.15,1,5,0,38.15
NG-01287,Delhi District Court,Motor Accident,2022-10-01,2022,2025-01-21 18:50:40.077560685,27.72,1,7,4,27.72
NG-01288,Noida District Court,Property,2021-11-01,2021,,55.95,0,8,4,55.95
NG-01289,Jaipur District Court,Motor Accident,2023-07-01,2023,2024-10-17 01:27:44.130263722,15.57,1,6,2,15.57
NG-01290,Noida District Court,Property,2024-10-01,2024,2026-04-13 08:44:18.256850678,18.38,1,4,1,18.38
NG-01291,Lucknow District Court,Property,2022-12-01,2022,2026-02-08 03:27:31.037225232,38.28,1,6,6,38.28
NG-01292,Lucknow District Court,Cheque Bounce,2022-07-01,2022,2025-04-16 07:15:37.143648089,33.52,1,9,3,33.52
NG-01293,Lucknow District Court,Civil Dispute,2019-08-01,2019,2022-12-03 13:51:35.267358248,40.1,1,13,5,40.1
NG-01294,Lucknow District Court,Civil Dispute,2025-10-01,2025,,8.97,0,4,0,8.97
NG-01295,Delhi District Court,Civil Dispute,2021-07-01,2021,2024-01-06 11:45:39.072174091,30.21,1,11,2,30.21
NG-01296,Lucknow District Court,Cheque Bounce,2022-03-01,2022,2024-10-06 16:54:52.186210712,31.23,1,9,1,31.23
NG-01297,Lucknow District Court,Motor Accident,2018-07-01,2018,2020-11-28 10:20:53.993265840,28.96,1,3,5,28.96
NG-01298,Lucknow District Court,Family,2019-09-01,2019,2024-02-07 17:53:48.660271319,53.24,1,12,0,53.24
NG-01299,Noida District Court,Property,2019-04-01,2019,2021-10-03 11:06:03.235254635,30.11,1,8,3,30.11
NG-01300,Noida District Court,Motor Accident,2021-10-01,2021,2024-06-19 03:42:46.842545076,32.59,1,11,2,32.59
NG-01301,Jaipur District Court,Family,2018-09-01,2018,2020-05-29 20:05:50.530928046,20.92,1,8,2,20.92
NG-01302,Lucknow District Court,Motor Accident,2021-09-01,2021,2025-03-16 23:44:36.561263674,42.48,1,5,0,42.48
NG-01303,Noida District Court,Cheque Bounce,2018-06-01,2018,2019-09-06 07:13:41.287348931,15.19,1,2,3,15.19
NG-01304,Delhi District Court,Property,2019-05-01,2019,2020-08-25 19:27:58.349528922,15.86,1,7,3,15.86
NG-01305,Delhi District Court,Cheque Bounce,2022-10-01,2022,2024-08-02 21:41:51.196267466,22.07,1,6,2,22.07
NG-01306,Delhi District Court,Cheque Bounce,2019-10-01,2019,2021-07-17 13:39:08.339187435,21.54,1,3,4,21.54
NG-01307,Jaipur District Court,Civil Dispute,2019-07-01,2019,2022-10-27 02:05:22.805363924,39.88,1,3,4,39.88
NG-01308,Jaipur District Court,Family,2023-12-01,2023,,30.98,0,12,1,30.98
NG-01309,Noida District Court,Motor Accident,2025-02-01,2025,,16.92,0,7,1,16.92
NG-01310,Delhi District Court,Property,2025-06-01,2025,,12.98,0,8,6,12.98
NG-01311,Delhi District Court,Cheque Bounce,2023-03-01,2023,,40.01,0,6,4,40.01
NG-01312,Jaipur District Court,Family,2023-09-01,2023,2026-03-07 22:27:30.959236664,30.19,1,10,3,30.19
NG-01313,Jaipur District Court,Civil Dispute,2022-08-01,2022,2025-03-22 11:49:15.092214312,31.69,1,8,3,31.69
NG-01314,Jaipur District Court,Motor Accident,2021-03-01,2021,2022-05-03 04:55:15.120955470,14.07,1,7,2,14.07
NG-01315,Lucknow District Court,Family,2020-01-01,2020,2022-02-21 11:36:28.319945005,25.71,1,6,1,25.71
NG-01316,Delhi District Court,Cheque Bounce,2018-11-01,2018,2023-07-19 21:40:54.232886043,56.57,1,4,4,56.57
NG-01317,Delhi District Court,Property,2020-10-01,2020,2025-01-08 14:57:25.094435215,51.27,1,12,1,51.27
NG-01318,Noida District Court,Cheque Bounce,2023-12-01,2023,,30.98,0,6,2,30.98
NG-01319,Lucknow District Court,Cheque Bounce,2024-03-01,2024,2026-06-16 18:38:21.843105944,27.52,1,9,3,27.52
NG-01320,Noida District Court,Cheque Bounce,2021-12-01,2021,2024-05-12 23:12:46.149408342,29.37,1,7,1,29.37
NG-01321,Delhi District Court,Cheque Bounce,2024-07-01,2024,,23.98,0,6,1,23.98
NG-01322,Jaipur District Court,Cheque Bounce,2019-11-01,2019,2023-04-19 03:44:21.511149838,41.56,1,8,1,41.56
NG-01323,Delhi District Court,Family,2018-09-01,2018,2021-04-22 09:08:23.757106381,31.68,1,10,3,31.68
NG-01324,Delhi District Court,Cheque Bounce,2020-10-01,2020,2023-04-23 05:00:09.677465458,30.69,1,8,1,30.69
NG-01325,Delhi District Court,Family,2019-07-01,2019,2023-10-30 21:09:25.405484353,52.0,1,6,2,52.0
NG-01326,Lucknow District Court,Cheque Bounce,2024-04-01,2024,,26.97,0,7,2,26.97
NG-01327,Noida District Court,Property,2025-11-01,2025,,7.95,0,7,2,7.95
NG-01328,Noida District Court,Cheque Bounce,2020-03-01,2020,2022-01-23 18:37:58.755000132,22.79,1,10,1,22.79
NG-01329,Noida District Court,Property,2024-03-01,2024,,27.99,0,7,2,27.99
NG-01330,Noida District Court,Family,2020-05-01,2020,2021-11-30 14:08:20.361446151,19.01,1,5,4,19.01
NG-01331,Lucknow District Court,Motor Accident,2025-09-01,2025,,9.95,0,8,2,9.95
NG-01332,Lucknow District Court,Family,2024-07-01,2024,,23.98,0,12,6,23.98
NG-01333,Jaipur District Court,Property,2022-01-01,2022,2023-12-15 21:20:53.254176555,23.45,1,3,1,23.45
NG-01334,Jaipur District Court,Family,2019-08-01,2019,2021-08-26 11:23:24.307397347,24.85,1,10,3,24.85
NG-01335,Jaipur District Court,Cheque Bounce,2022-10-01,2022,2026-03-26 01:55:05.660524286,41.79,1,8,1,41.79
NG-01336,Delhi District Court,Civil Dispute,2021-11-01,2021,2024-08-01 06:16:26.036716661,32.99,1,5,0,32.99
NG-01337,Lucknow District Court,Civil Dispute,2021-12-01,2021,2023-08-03 06:35:04.167004827,20.05,1,14,1,20.05
NG-01338,Lucknow District Court,Family,2019-11-01,2019,2021-11-13 13:35:05.959589763,24.43,1,5,2,24.43
NG-01339,Delhi District Court,Family,2024-03-01,2024,,27.99,0,5,7,27.99
NG-01340,Lucknow District Court,Civil Dispute,2022-12-01,2022,2024-07-21 07:12:38.656936791,19.66,1,6,4,19.66
NG-01341,Noida District Court,Cheque Bounce,2025-12-01,2025,,6.96,0,9,3,6.96
NG-01342,Jaipur District Court,Civil Dispute,2024-09-01,2024,,21.94,0,7,6,21.94
NG-01343,Lucknow District Court,Family,2024-02-01,2024,,28.94,0,15,2,28.94
NG-01344,Noida District Court,Family,2018-04-01,2018,2021-05-28 15:11:54.190353707,37.9,1,2,0,37.9
NG-01345,Delhi District Court,Property,2021-07-01,2021,,59.99,0,6,3,59.99
NG-01346,Delhi District Court,Family,2024-08-01,2024,,22.96,0,11,1,22.96
NG-01347,Delhi District Court,Civil Dispute,2025-04-01,2025,,14.98,0,7,3,14.98
NG-01348,Delhi District Court,Motor Accident,2025-05-01,2025,,13.99,0,9,2,13.99
NG-01349,Jaipur District Court,Civil Dispute,2018-02-01,2018,2019-10-14 12:15:11.785598697,20.38,1,7,2,20.38
NG-01350,Jaipur District Court,Family,2020-08-01,2020,2024-06-01 22:21:46.170740655,46.02,1,7,2,46.02
NG-01351,Jaipur District Court,Civil Dispute,2018-06-01,2018,2019-12-23 03:59:34.089170568,18.73,1,6,5,18.73
NG-01352,Lucknow District Court,Cheque Bounce,2023-07-01,2023,2024-06-17 00:38:16.419783310,11.56,1,6,3,11.56
NG-01353,Jaipur District Court,Motor Accident,2020-03-01,2020,2022-03-08 14:43:43.989251995,24.23,1,11,2,24.23
NG-01354,Noida District Court,Cheque Bounce,2018-10-01,2018,2021-11-12 15:30:55.506521839,37.41,1,8,4,37.41
NG-01355,Delhi District Court,Property,2021-06-01,2021,,60.97,0,4,7,60.97
NG-01356,Lucknow District Court,Cheque Bounce,2022-02-01,2022,2024-01-10 08:57:38.343943488,23.27,1,4,6,23.27
NG-01357,Lucknow District Court,Cheque Bounce,2025-02-01,2025,,16.92,0,8,3,16.92
NG-01358,Jaipur District Court,Motor Accident,2021-05-01,2021,2024-03-06 11:20:36.188709653,34.18,1,4,3,34.18
NG-01359,Jaipur District Court,Family,2024-11-01,2024,,19.94,0,10,2,19.94
NG-01360,Lucknow District Court,Family,2021-02-01,2021,2023-03-05 00:53:07.701382631,25.03,1,7,4,25.03
NG-01361,Delhi District Court,Cheque Bounce,2025-05-01,2025,,13.99,0,4,0,13.99
NG-01362,Jaipur District Court,Cheque Bounce,2018-12-01,2018,2021-05-17 10:28:42.527832562,29.52,1,14,1,29.52
NG-01363,Lucknow District Court,Cheque Bounce,2023-07-01,2023,2026-03-08 01:02:36.446692845,32.23,1,9,2,32.23
NG-01364,Noida District Court,Property,2018-10-01,2018,2022-01-15 21:31:54.495101559,39.52,1,10,3,39.52
NG-01365,Jaipur District Court,Motor Accident,2021-03-01,2021,2026-04-10 16:49:37.381811200,61.32,1,9,3,61.32
NG-01366,Delhi District Court,Civil Dispute,2019-08-01,2019,2020-06-10 16:27:05.531603273,10.34,1,5,0,10.34
NG-01367,Delhi District Court,Motor Accident,2020-10-01,2020,2023-05-18 00:13:42.621980554,31.5,1,5,2,31.5
NG-01368,Noida District Court,Family,2021-03-01,2021,2022-04-23 07:34:37.022799653,13.74,1,3,0,13.74
NG-01369,Noida District Court,Civil Dispute,2022-09-01,2022,,45.96,0,9,1,45.96
NG-01370,Jaipur District Court,Cheque Bounce,2021-09-01,2021,2023-04-17 18:35:19.805240192,19.51,1,3,2,19.51
NG-01371,Jaipur District Court,Civil Dispute,2019-01-01,2019,2019-10-22 13:05:30.800219665,9.68,1,5,0,9.68
NG-01372,Delhi District Court,Civil Dispute,2022-12-01,2022,2023-12-20 06:13:30.178503592,12.62,1,3,1,12.62
NG-01373,Jaipur District Court,Family,2018-05-01,2018,2021-02-01 21:12:10.786899813,33.11,1,8,0,33.11
NG-01374,Delhi District Court,Family,2025-12-01,2025,,6.96,0,8,3,6.96
NG-01375,Delhi District Court,Property,2025-09-01,2025,,9.95,0,10,4,9.95
NG-01376,Delhi District Court,Motor Accident,2021-01-01,2021,2024-04-04 04:07:19.217651027,39.07,1,9,5,39.07
NG-01377,Lucknow District Court,Civil Dispute,2023-06-01,2023,,36.99,0,6,7,36.99
NG-01378,Lucknow District Court,Civil Dispute,2024-04-01,2024,,26.97,0,9,4,26.97
NG-01379,Lucknow District Court,Family,2019-12-01,2019,2023-05-24 16:28:57.805106845,41.74,1,5,2,41.74
NG-01380,Jaipur District Court,Motor Accident,2021-07-01,2021,2023-11-04 19:47:16.910500122,28.15,1,6,4,28.15
NG-01381,Lucknow District Court,Cheque Bounce,2019-08-01,2019,2022-07-19 03:26:05.261449793,35.58,1,8,1,35.58
NG-01382,Lucknow District Court,Motor Accident,2024-11-01,2024,,19.94,0,4,1,19.94
NG-01383,Noida District Court,Cheque Bounce,2022-05-01,2022,2023-08-17 06:36:33.368709205,15.55,1,9,0,15.55
NG-01384,Jaipur District Court,Cheque Bounce,2025-03-01,2025,,16.0,0,7,2,16.0
NG-01385,Delhi District Court,Cheque Bounce,2018-03-01,2018,2021-02-07 02:55:07.987266456,35.29,1,7,1,35.29
NG-01386,Delhi District Court,Family,2024-01-01,2024,2026-06-09 21:17:53.590532605,29.27,1,8,2,29.27
NG-01387,Noida District Court,Civil Dispute,2018-05-01,2018,2021-04-01 15:57:54.529707830,35.04,1,5,4,35.04
NG-01388,Noida District Court,Cheque Bounce,2022-06-01,2022,2024-04-26 15:22:26.218490773,22.85,1,5,5,22.85
NG-01389,Lucknow District Court,Property,2024-06-01,2024,,24.97,0,6,4,24.97
NG-01390,Noida District Court,Civil Dispute,2020-03-01,2020,2023-05-27 05:06:20.909566488,38.84,1,9,3,38.84
NG-01391,Noida District Court,Family,2018-07-01,2018,2020-03-21 05:12:45.006584181,20.67,1,8,1,20.67
NG-01392,Delhi District Court,Cheque Bounce,2018-12-01,2018,2020-10-02 19:52:43.427238974,22.07,1,13,1,22.07
NG-01393,Delhi District Court,Civil Dispute,2023-06-01,2023,2024-09-29 02:59:06.990285557,15.97,1,7,1,15.97
NG-01394,Jaipur District Court,Motor Accident,2024-09-01,2024,,21.94,0,10,4,21.94
NG-01395,Delhi District Court,Civil Dispute,2020-05-01,2020,2023-11-06 08:17:20.957977075,42.19,1,6,4,42.19
NG-01396,Delhi District Court,Civil Dispute,2021-09-01,2021,2023-04-06 02:22:42.777817795,19.12,1,6,2,19.12
NG-01397,Jaipur District Court,Family,2023-03-01,2023,2024-10-03 21:45:16.530540894,19.15,1,10,4,19.15
NG-01398,Jaipur District Court,Cheque Bounce,2020-01-01,2020,2023-08-13 01:16:27.491085488,43.37,1,9,5,43.37
NG-01399,Lucknow District Court,Cheque Bounce,2019-11-01,2019,2025-08-29 22:28:07.925320608,69.94,1,6,2,69.94
NG-01400,Noida District Court,Cheque Bounce,2019-06-01,2019,2022-11-03 15:28:17.677966915,41.12,1,4,5,41.12
NG-01401,Lucknow District Court,Cheque Bounce,2018-04-01,2018,2021-02-13 18:13:26.240036306,34.49,1,5,3,34.49
NG-01402,Jaipur District Court,Property,2019-11-01,2019,2021-11-09 03:53:50.974064142,24.28,1,7,6,24.28
NG-01403,Lucknow District Court,Cheque Bounce,2019-09-01,2019,2023-04-12 11:15:28.949266788,43.35,1,12,2,43.35
NG-01404,Jaipur District Court,Property,2022-03-01,2022,2024-11-11 07:46:45.181332022,32.4,1,9,3,32.4
NG-01405,Jaipur District Court,Family,2020-06-01,2020,2023-08-17 02:52:19.751790069,38.51,1,4,6,38.51
NG-01406,Jaipur District Court,Motor Accident,2024-05-01,2024,,25.99,0,6,3,25.99
NG-01407,Jaipur District Court,Civil Dispute,2019-12-01,2019,2021-01-15 19:25:04.427506934,13.53,1,4,0,13.53
NG-01408,Lucknow District Court,Family,2024-01-01,2024,2026-05-18 22:20:58.012526742,28.55,1,7,2,28.55
NG-01409,Noida District Court,Property,2022-09-01,2022,2024-04-21 14:07:47.206772927,19.66,1,8,1,19.66
NG-01410,Lucknow District Court,Family,2020-09-01,2020,2022-09-02 10:55:54.884371874,24.03,1,4,0,24.03
NG-01411,Lucknow District Court,Cheque Bounce,2020-06-01,2020,2021-12-28 14:52:14.370118705,18.91,1,7,1,18.91
NG-01412,Noida District Court,Family,2019-11-01,2019,2022-03-21 19:25:42.186340280,28.64,1,8,4,28.64
NG-01413,Noida District Court,Property,2020-12-01,2020,2024-06-24 13:12:43.416558290,42.76,1,9,2,42.76
NG-01414,Lucknow District Court,Civil Dispute,2024-05-01,2024,,25.99,0,9,3,25.99
NG-01415,Noida District Court,Family,2018-07-01,2018,2020-10-02 06:34:21.470329505,27.08,1,5,3,27.08
NG-01416,Noida District Court,Cheque Bounce,2021-04-01,2021,2022-11-16 18:21:54.202129125,19.54,1,8,3,19.54
NG-01417,Jaipur District Court,Cheque Bounce,2022-05-01,2022,2024-07-10 19:41:02.622658876,26.34,1,7,1,26.34
NG-01418,Lucknow District Court,Property,2025-06-01,2025,,12.98,0,11,2,12.98
NG-01419,Jaipur District Court,Family,2021-02-01,2021,2023-01-27 13:44:05.291079293,23.84,1,9,1,23.84
NG-01420,Lucknow District Court,Family,2019-08-01,2019,2021-01-13 14:16:18.005877776,17.46,1,3,1,17.46
NG-01421,Noida District Court,Civil Dispute,2020-03-01,2020,2021-08-11 02:03:42.032049865,17.35,1,6,3,17.35
NG-01422,Jaipur District Court,Civil Dispute,2025-12-01,2025,,6.96,0,12,3,6.96
NG-01423,Noida District Court,Civil Dispute,2025-04-01,2025,,14.98,0,3,2,14.98
NG-01424,Jaipur District Court,Cheque Bounce,2018-01-01,2018,2020-09-05 20:40:09.859422469,32.16,1,12,2,32.16
NG-01425,Jaipur District Court,Family,2024-08-01,2024,,22.96,0,9,6,22.96
NG-01426,Noida District Court,Civil Dispute,2018-06-01,2018,2019-12-22 05:41:40.389404020,18.7,1,5,0,18.7
NG-01427,Noida District Court,Cheque Bounce,2022-05-01,2022,,50.0,0,5,1,50.0
NG-01428,Jaipur District Court,Family,2018-06-01,2018,2020-12-07 16:18:21.815062848,30.25,1,7,2,30.25
NG-01429,Lucknow District Court,Cheque Bounce,2018-11-01,2018,2020-12-23 09:33:43.841671902,25.74,1,7,1,25.74
NG-01430,Lucknow District Court,Property,2022-06-01,2022,2024-05-15 10:52:46.684955786,23.47,1,4,0,23.47
NG-01431,Noida District Court,Family,2022-07-01,2022,2025-02-06 23:13:38.852014961,31.27,1,14,0,31.27
NG-01432,Noida District Court,Civil Dispute,2022-07-01,2022,2025-07-06 03:20:14.175076015,36.17,1,4,2,36.17
NG-01433,Jaipur District Court,Civil Dispute,2019-08-01,2019,2020-10-09 20:56:16.168910323,14.32,1,7,1,14.32
NG-01434,Delhi District Court,Cheque Bounce,2022-10-01,2022,2025-08-25 15:10:28.577214370,34.81,1,3,4,34.81
NG-01435,Jaipur District Court,Motor Accident,2018-08-01,2018,2020-07-29 18:10:22.545171906,23.94,1,4,3,23.94
NG-01436,Lucknow District Court,Property,2019-04-01,2019,2023-09-09 19:58:01.336888968,53.31,1,9,3,53.31
NG-01437,Jaipur District Court,Property,2025-08-01,2025,,10.97,0,8,5,10.97
NG-01438,Delhi District Court,Civil Dispute,2020-06-01,2020,2023-02-28 01:44:39.587334048,32.92,1,9,0,32.92
NG-01439,Noida District Court,Civil Dispute,2025-11-01,2025,,7.95,0,9,0,7.95
NG-01440,Noida District Court,Family,2022-10-01,2022,2025-03-23 12:19:25.652646091,29.71,1,5,4,29.71
NG-01441,Noida District Court,Family,2024-04-01,2024,2025-06-09 07:26:03.115828302,14.27,1,3,0,14.27
NG-01442,Delhi District Court,Family,2024-04-01,2024,,26.97,0,5,2,26.97
NG-01443,Jaipur District Court,Civil Dispute,2019-12-01,2019,2023-07-11 04:13:41.892716449,43.3,1,9,1,43.3
NG-01444,Noida District Court,Motor Accident,2019-02-01,2019,2021-05-22 17:31:01.197099698,27.65,1,10,2,27.65
NG-01445,Jaipur District Court,Property,2021-03-01,2021,2023-10-03 22:41:21.267204230,31.11,1,3,4,31.11
NG-01446,Noida District Court,Cheque Bounce,2021-05-01,2021,2023-06-29 00:39:06.617295342,25.92,1,8,4,25.92
NG-01447,Lucknow District Court,Cheque Bounce,2020-10-01,2020,2022-06-08 10:41:16.920690204,20.22,1,7,5,20.22
NG-01448,Noida District Court,Civil Dispute,2019-06-01,2019,2022-08-11 03:27:24.380578514,38.34,1,9,1,38.34
NG-01449,Jaipur District Court,Cheque Bounce,2019-08-01,2019,2021-11-08 18:13:24.820039493,27.29,1,10,5,27.29
NG-01450,Jaipur District Court,Motor Accident,2022-01-01,2022,2024-02-06 15:42:19.115782637,25.19,1,10,1,25.19
NG-01451,Lucknow District Court,Motor Accident,2021-12-01,2021,2025-02-27 10:12:08.523868308,38.91,1,12,1,38.91
NG-01452,Delhi District Court,Cheque Bounce,2022-01-01,2022,,53.94,0,7,4,53.94
NG-01453,Lucknow District Court,Property,2024-03-01,2024,2026-05-20 20:32:05.824740598,26.64,1,8,1,26.64
NG-01454,Jaipur District Court,Cheque Bounce,2018-01-01,2018,2019-04-21 03:11:24.374286418,15.61,1,7,4,15.61
NG-01455,Noida District Court,Motor Accident,2024-09-01,2024,,21.94,0,3,3,21.94
NG-01456,Jaipur District Court,Cheque Bounce,2018-03-01,2018,2021-04-23 08:27:59.382026205,37.76,1,2,3,37.76
NG-01457,Noida District Court,Motor Accident,2024-09-01,2024,2025-11-14 11:42:07.089998333,14.44,1,6,3,14.44
